path_idx,type,color,width,vx,vy
2,s,0.3922|0.7098|0.9647,2.142859935760498,379.0938,356.0898
2,s,0.3922|0.7098|0.9647,2.142859935760498,378.3789,356.0000
2,s,0.3922|0.7098|0.9647,2.142859935760498,377.6680,355.9062
2,s,0.3922|0.7098|0.9647,2.142859935760498,376.9570,355.8047
2,s,0.3922|0.7098|0.9647,2.142859935760498,376.2461,355.6953
2,s,0.3922|0.7098|0.9647,2.142859935760498,375.5352,355.5820
2,s,0.3922|0.7098|0.9647,2.142859935760498,374.8281,355.4648
2,s,0.3922|0.7098|0.9647,2.142859935760498,374.1172,355.3398
2,s,0.3922|0.7098|0.9647,2.142859935760498,373.4102,355.2109
2,s,0.3922|0.7098|0.9647,2.142859935760498,372.7070,355.0781
2,s,0.3922|0.7098|0.9647,2.142859935760498,372.0000,354.9375
2,s,0.3922|0.7098|0.9647,2.142859935760498,371.2969,354.7891
2,s,0.3922|0.7098|0.9647,2.142859935760498,370.5938,354.6406
2,s,0.3922|0.7098|0.9647,2.142859935760498,369.8906,354.4844
2,s,0.3922|0.7098|0.9647,2.142859935760498,369.1875,354.3242
2,s,0.3922|0.7098|0.9647,2.142859935760498,368.4883,354.1602
2,s,0.3922|0.7098|0.9647,2.142859935760498,367.7891,353.9922
2,s,0.3922|0.7098|0.9647,2.142859935760498,367.0898,353.8203
2,s,0.3922|0.7098|0.9647,2.142859935760498,366.3906,353.6445
2,s,0.3922|0.7098|0.9647,2.142859935760498,365.6914,353.4648
2,s,0.3922|0.7098|0.9647,2.142859935760498,364.9961,353.2852
2,s,0.3922|0.7098|0.9647,2.142859935760498,364.3008,353.1055
2,s,0.3922|0.7098|0.9647,2.142859935760498,363.6055,352.9180
2,s,0.3922|0.7098|0.9647,2.142859935760498,362.9141,352.7344
2,s,0.3922|0.7098|0.9647,2.142859935760498,362.2188,352.5469
2,s,0.3922|0.7098|0.9647,2.142859935760498,361.5273,352.3594
2,s,0.3922|0.7098|0.9647,2.142859935760498,360.8359,352.1719
2,s,0.3922|0.7098|0.9647,2.142859935760498,360.1484,351.9844
2,s,0.3922|0.7098|0.9647,2.142859935760498,359.4570,351.8008
2,s,0.3922|0.7098|0.9647,2.142859935760498,358.7695,351.6133
2,s,0.3922|0.7098|0.9647,2.142859935760498,358.0820,351.4297
2,s,0.3922|0.7098|0.9647,2.142859935760498,357.3945,351.2461
2,s,0.3922|0.7098|0.9647,2.142859935760498,356.7070,351.0664
2,s,0.3922|0.7098|0.9647,2.142859935760498,356.0234,350.8867
2,s,0.3922|0.7098|0.9647,2.142859935760498,355.3398,350.7070
2,s,0.3922|0.7098|0.9647,2.142859935760498,354.6562,350.5352
2,s,0.3922|0.7098|0.9647,2.142859935760498,353.9727,350.3633
2,s,0.3922|0.7098|0.9647,2.142859935760498,353.2930,350.1953
2,s,0.3922|0.7098|0.9647,2.142859935760498,352.6094,350.0312
